22,1,3,Nxzshzxgiw 7046180 kjzijtldobfdepg TCOXWAOUGBWVDR
92,6,5,Lhxsbnoixh 5903169 fbdablqpujxugxq BMWMKKYLTFGWYG
89,2,3,Qdjybmgfca 5435963 auddisksjlabshw DYUQPAICTVKORX
68,16,4,Oxpendgsup 9508889 agtsajwpjpslepe KOUEGAKXLHXDQX
84,10,4,Zsfzmutmnx 1346416 nerxzculmiujxka VXSOKNPJLXQMXS
25,10,3,Piobfvfzqq 6961021 jowytcblspozrik GMXEIKLLNQZMKU
39,17,4,Kuzqpshtrl 6991729 spapqowrfqimhvx HTNMLBCLDLQPLL
4,1,3,Kcsfgjpnjx 9181168 fmdgstwxjdiiimj IKJLQDAHZMOEVL
62,6,4,Tvpsdthwtd 8142472 fkskgsxxfsmipdb IYCICJOTBHHYQX
86,2,5,Pkltrggzuh 6971317 hzguargxjlziqdv WPDAXINIZSWZEL
66,12,4,Kzynmebscd 0097696 keeudvrqxqsnatz IGEDDYFQPOAEHK
84,9,5,Udaclrdxol 7218096 fawujlpkquxicbl OKEKQTEJDBYDBJ
65,13,0,
83,1,0,Sontrxylrw 2797609 tcdgbjstoxptjfe NTBYVZPZFGCRMB
56,10,0,
25,12,2,Anhwcawvqw 0844000 yswvxirdbigorjo MQITPKUAFGVWRG
30,6,1,
22,16,1,
31,12,0,Uipzjxlwwf 8799276 ekyhbsqfqnszkmt FYHMENEBLOPRAB
58,18,1,Uibylzszdb 7902403 zbpbhjyjzezdhgu MARELLGAPERGQM
47,17,0,Phxwhoxclj 0495131 hzjijvawxzhkvat FYTDYEMHGIUVYA
52,16,0,Eyzgwbrxwi 6132893 vgwxjndfwbfmiyq THUUVZDVFWCYRV
2,19,1,Jbzgqfohyi 3625866 xdphfgkepzlmkye VDNTBUVEZYFHGS
99,16,4,Lfhaztfsgp 9893097 njrnqjbsidtjzwr DXWXPJGYBUCESY
11,18,4,Nsolshgqos 7965317 ygieacsrmzqfnxj YWRVMMZWTOFVLG
35,2,4,Wfjvijmbfq 0289054 lybwxcxtaixupwq GJYCATFSFONRWP
80,16,0,Brnzpenirk 8541442 gtghoiffdbjkode HKLLFONUMTUQVI
50,15,4,Uymtxzqmfo 6976447 ggszmvywaewvfhp LEHAXYEFHAZBGW
95,2,4,Oxesnkzupe 2848191 ftpimoowgadvvpe EOLLOAIGLKWTET
75,7,4,Qqhhhyyrsx 4421265 dymvnxagjdsemxc MUOQLSLCDVWZNM
47,2,1,
8,20,4,Dakqhlfrfv 4402258 dsoaydnbwtderwa GIZEAZHFIJKZWZ
46,1,0,Noaujtcmxc 3611587 seaxjxdwtktravh VRMYLQLOYQETPU
38,9,2,Khnwzigosc 1254756 jtmgwxakqsisikp THIYRGQRDJQNGN
42,15,0,Pvdnkszbjs 8207031 ohofkcyjzzdtrbp ORDJZTXGXWTAXP
96,4,1,Zgpyvnvapk 5952548 ardwmjcstavkqag MFKDLCLOESHPVR
46,18,1,Qxaacpomii 8326439 fpanbfgrforpomb MERCHVSNGOXTWT
74,16,2,Bxpqxrsuyv 2984641 gnmmnwxrbvdkxgr TUGDGESULEULLL
18,16,2,Iuroibudpt 0638952 qkqgtflliuxmixc VSGKJWNEJSEWPF
74,2,2,Onwdrshpbk 7732642 dgamjghsfxyrdzb UKLDRUBTVHGCYY
66,13,5,Ulapbtpgvi 7803985 thfewyifqinurty MEVYOVQEWHDJKR
36,10,4,Tdgiflwoxi 7021349 hksweaekkdpqkma SJFGUFQSEOSHKJ
32,11,2,Oqaoqwnewz 6710564 etskymbtwdiedzk KESJABEZPHNJMX
8,6,0,Tfwxwvxzha 5369881 ruuhiosyqealmex JESYTBMNCIRHIA
80,18,5,Uxyekjdhwr 9388680 jghxqrckmnphgqu XGDAYSHAOPZDAS
20,14,4,Iotpaxjihv 3919123 tbajfurxtgctneh LHVHJJTIBOPUGV
19,8,5,Ltjigilpom 5145341 resjexpkaclimpq LFNPYKECFDSNKL
26,13,4,Ldfkfqiliv 4145172 zitbepiuqpzsfct UFJIALGVNZYDFC
91,7,0,Hjgpnekhlo 3455715 bbktnkiltmvzxfe UEXMIOQKMDZPYB
77,17,1,Uipgwyowpi 5622764 tmivzmhyxlzzmef DFFHWSGXXCZDQT
5,20,5,Coifkehqik 7125008 teltdhzpirnngma BPIFMLZVLMAYSR
71,8,0,
8,12,4,Qdznutkrpj 5780037 hquisdioragjlxa SWONXPSHHDZIPB
64,7,5,Obkpypenea 6955538 pnfysixflyjaatk FXKQBKQOKFOCQY
25,10,0,Qzrhvmltca 3588872 hyyftasnaeehtao OIBBMQMYXTHWPB
50,20,1,Zeprxcipzz 4068437 ieypknxjvjcvewr KNFMDBUMNBDZGN
91,18,5,Tgcgxjvjsn 3289411 djlrsxgpekpethc NVIYUXROMFDHRL
63,8,3,
84,16,1,Gbcuyyoeic 3405011 glyacrxroonbizm HDVAOYSZYXHTMT
14,1,5,Jfftobkqyp 6081377 xroipgyreiesspl NEOJINULWFFGAL
13,15,2,Zajxdobpji 5254811 pgkrjlfxiwkfuvo ERQIVIBQMJKTTO
26,11,5,Nhepknldkd 7939864 pqxmzdzxshnemlf YPSRBCHMMJUUDC
11,17,2,Slxljxijtm 9653985 yowofqttdhmpqss CKQEREPXJNWPZD
81,19,5,Jhiejszkqf 7132829 rzmzqupjxxhkyti QKRUKEFQVFTDEA
96,20,3,
96,4,5,Rqqggqjtqv 7461317 tetaejdilvvwgbf HONZBJFMBQPDMQ
40,5,4,Loekqwetwd 5210471 cvufgfojvmqfyyl YLQKAUQZSEFTTE
81,17,2,Qecgkziyfs 0411687 rdrfczehovbqgzi NZBKBXPZAYUIRM
27,11,5,Egdcacoezi 5604782 cqzwpbwpriuivqr ZOAYPRWYSFUNRQ
12,5,4,Zfjxtxurlq 6872444 bwmxsohzknhlqqm PTCZIRTDDHBMZH
63,13,2,Zyofjsrmya 9146355 xarqnolbaniuzld PTRLWFUUFNXYST
97,7,1,Waclosjyrr 1380455 garvzgysyilmxmw LGPZLNOFUSYPAP
86,13,2,Elusdjxlge 1680985 gmjeqtjeofbgept YPJDTYEMAEDITK
43,7,3,
72,18,0,Luwbdezkzw 1110000 mttefrgestcsucz MPTMKFOXEPGCTL
13,20,4,Mgwotyietp 7034972 qzoqlgwbolzkzqh FISQAAAHJPEBJM
68,19,0,Jzqchrgydp 0031606 flusvlrcfyzixko QSALHZPOUYARHG
98,12,1,Bpyqpkrztk 1953200 vhkckvxbjpszngb UUQGNEDRSSPUDB
56,19,4,Pxijmktytt 6736679 ogasaeygdtnszyd XCYSEITTGYSHSR
35,2,3,Gwmsmliide 2567467 eymzmcvjaqoahmb JOQJMPMZWAXDGX
4,14,4,Lohfhctxck 7277046 cjnnsalmmstmnjl UXBTINWEEFFSAY
33,6,5,Inqyfueykw 1391841 qpsulrvyxeohrda EOSXLXNYKDTQNB
7,4,1,Bytubufynf 7094451 hzjyrgmnrlouove IQLGDXADIVKBEE
35,1,1,Mwdevzvigo 1270837 awfodqdfecklgfo KVFQDHHIJPHBZZ
90,5,2,Oiowkynvpf 0297412 hgbwcgqoprvcxld VPVZLXQJGSGZMT
6,4,2,Mdlkagejxj 8469615 tmtahmtolhpxfnz FCVUUZEDCIOXDR
86,4,0,Kuxfdpixfs 9361910 bnrdpladbfceptg BKQMTZDHTLWBVU
9,5,2,Mnbckgblbv 4413499 gznbkitkcjdqfnf ZLRNAJFMSCIBFW
56,5,5,Uzqpeqplux 3270979 kstyagvwymxsfte TEDCWQQEDLNZCA
61,9,3,Rzmqevmhny 8186580 tjbszutfgnzzafe PERJUEMQMSJQHL
77,3,3,Nksyvnwenw 8845451 mcsdyoquqgsfyag IOYWFIBYLHUHWM
29,2,0,Fzngaqnpyk 5556363 bamhuybgdyxghip IBGEDDPTMOKPMT
59,13,3,Stcjtgbbdq 2689940 hhoekdbbogpabok FYZBPHJJJLNAPI
79,9,4,Ruftzlggao 0781607 jzasrfgpdumpxoi RSVCLUFMMQMUQE
65,2,5,Pxfyghajkj 8621426 lvgdtrqkjmoetqk XJXOAPYRTCHRGL
92,3,3,Zwrtaerrml 5086012 gnlsinszirupjla LYAGEICAKUCJLJ
67,13,1,
55,12,5,Tzajqrxnnp 7286234 etdvqqoqhiswavs UKZLFBFKFPOJHG
75,9,2,Zbbdclrqez 9980850 tgktoqtcdwgqbqf GIDKOHPEVYXCCT
67,9,5,Icgofhzacn 6099435 gwgsbtbnhsdzibf MFBPATHEUESGHY
59,4,2,Njdsebnvdk 7565892 ersqqbjcdxkqdxo NPRQJSEBGIGOMP
73,7,0,Tkziplnzex 0746807 qohwdqlvzilunse DDAQZVEMDTMVKE
68,13,1,Mbedudxmee 0128009 rtxjxexlzfxszwh YTVBHVRUMCBRFB
67,9,2,
43,19,0,Hzbdhailof 0927399 idjfhqpyvavwpms TPIBBPUJJUURNY
65,8,5,Xljfyjrzdf 3614124 fjmjxdsfcoejanw SRJVRMGVNDXWCU
86,15,5,Hqigmdsrex 4029905 rjbkretejismllc BRGPZKRUHSBHZT
11,12,2,Oyuffbadjy 9536101 lqdkkgqwqfcffdu PBFRFPOTRZYBZQ
6,10,4,Talfwgoopa 6913748 mhyfykxgesrhbkv UPKQLGOHLLDIOI
20,16,4,Gpjnhzspzj 7632119 bueqzwrinhqbacl QTGFPAOGOCENOU
52,19,1,Pqpagogjgv 4157396 oqggzvjjqifiheg VUGKNFRMMFHHLI
6,5,3,
36,15,5,Sfhyybturp 4626007 bobtvziqlmzjzuw RDOYPIXYPOOFKW
48,19,5,Zsjuqgbrrq 0190813 ydeavqspyxxmkyu LNFYXMEDXLGFXP
90,18,1,
1,17,5,Jaklvmehfb 2827592 qdonjifcgzirkzp UFOARQMVYKUVQC
19,17,4,Ciqlyehmxv 3294832 mgysmanhellqsmm DMXKAYIVPUJQYZ
15,1,1,Rbklucuttj 8259517 edetysomzvosztt UWYHIHZVFNPFSL
16,18,2,Tznioaimej 1685240 obqmcjykdwamfvz TSMBMXQLXVRGVN
97,17,4,Ravtglsfxx 5206311 ewuuxmqezemjgiy YIYKMCENONCIFU
83,10,3,Hihdxdmkxu 6766461 frgntxesvoyzhfh WVFJBIBJLJGZPP
17,1,4,Jwrjafenib 0307363 gbtnqzssgtlvnjf MUYOJUZQOUUXLK
68,9,5,Xcduikfihr 6982683 rzsozdkfnfhqwma HFFZYLCISQLXWA
42,15,1,Kzfkasoaru 9801078 vylktwykfqdecms EWPNDCBVTUKHNG
57,9,4,Ohbotxrmky 2866844 ypdadpbctfafptm HMLCVOLDYQIMTO
4,11,1,Bydutwdixd 4577436 zrbsibmtdvqaweu JYNHNEMJRLSXET
9,9,3,Hvkecmknao 0033528 omtvsfddwtpcogv AVQWFOJDPLCIRO
46,7,3,Xkkxuxysqa 8551393 zjkssomeeeyrgqs JGOUARJWSGUKZK
53,9,2,Fbjnxacqcn 4160986 ykmqkozuobqcicz CLGDTIJSYYRSPT
90,20,1,Mahlslpvgf 4418622 bltuvaddaxztyyo MHIDBYFAIPOCUI
9,20,5,Xxamednvjd 4031531 llcvhdxamtmlndb JOEMZGHAMHIGYC
36,13,5,
69,20,5,Smgpofeuva 3514732 wainzunfhkhoeki MTAXNWIJWIREQV
63,15,3,Vvwraswalb 7783462 cnuyuknouktclfj EXMDTYAEEYBKOR
89,7,4,Byyvgxeqik 6373467 vpxibpzsieuwvxo YNFYMHOMWAQPKV
73,18,1,Lkzkzwshre 3973619 ieslsfipgsmesjm EEXSJAMHFQDUSM
85,9,2,Jqfbsizdwo 6996857 sbznbosdtmcmkoe HFZPBYIFAIDBBW
78,15,4,
24,12,5,Eggsbfprce 9679653 akikciabdpwztfe CIDNFDVJUNLJAQ
46,13,3,Qbqritngkx 0923842 qiawjmqzkfotinh BGFSPJSRXAVXKW
83,16,5,Kfscvtmiiy 2430314 fybknspgkbunlfn CQIXRBQEFGRHEQ
48,12,5,Qvuyufhbjh 4849670 gjruvqohzpveneq RZXSTAPLZCCGHA
57,19,2,Sffgebzlcw 2676479 mwuxmjfnckntxye BIGNCIXVGNKXLS
71,1,1,Tayfvquppw 7469177 vhgbwycwsclsqco OONICNYSDTHINO
20,14,3,Rvgaktrodg 4903318 puflayxfmdnbxkm TEATLMXEESOJHW
82,4,5,Lrwapogriw 4430003 wzdrvsrrlaqzvae FXSMIXYEMXBQYV
91,12,5,Bovuvxydjr 4484854 eiszimzwugrtipz KMTMFZERIAPZCB
77,16,2,Adtawtrgoh 1915019 weuumzzvaoaeikb IAWJXSYXGLPDOH
41,4,0,Mibtvtkstc 8645955 oozweuofbaqkezb TMCMLGHPVBTPGS
3,9,1,Bksskhrvpt 6477760 fvhtiujkiacknar JJZBWIDAHXCGZN
87,16,2,Yirdqrsdmu 3672790 ryrzwyyrvudbxau OFWKLEQBUOLMIT
80,19,0,Ugeocxvizk 1394224 vpmvzzjtztvskov JCMCWJUWETTVIT
75,13,0,Tudhabhbgv 4686743 ghxhztzluzjgusu NHDEBYTDATSYXD
94,10,4,Quzdpzyzqj 7481010 rzkfthumrfmhitp ICOAHYXEFQCGGJ
96,15,4,
80,14,5,Ryzhfaixum 0354045 ekmncnaqyqglbrl HNUEYOUYRTRHFM
91,4,3,Ufxqgmgnpc 8483727 ttmfkjnsoceltyj BMFXPZZGZNFZZV
85,16,3,Cohnqtxcuo 8585319 ztgrczyeiivbdon NJQUCXBSITBJBN
99,2,2,Cmdpqozobm 7353365 dqdcevfliphfxpv VEZGDWENANUNXB
86,7,0,Mygykaszgf 4753436 zdznxxdfdxcnjtf HRBRXMLDBPRSXK
50,16,4,Sihpamikgq 7983399 sgpmsyryvxonwtk RHRSCRGMCKRMEW
57,18,5,Xuamprfikv 0275360 htjihnkrljxbdvv CKXCQZCCGSZYAP
15,12,1,
57,19,2,Glmuwjpzko 6356991 bixearaippkewjf EVFBOUTATWVMSG
9,15,1,Yqvqrywyzx 5420421 esuprrdmmrlypwi XTFHJWEGKEAPAI
31,3,4,Mgrwbcachy 7465196 fvsdaabeldjqfbi EVNXFEZIQGBKAX
97,6,4,Dtfzocytug 2923970 eaxlmfpsbzmxfzu WNCRSRMOSSMLHO
99,1,5,
55,20,0,Wafpnjitgc 4020292 xcytuealnmxxict MTXLGEPRGULYBV
96,16,4,Kguynsnaey 4641225 rfcrnythhlfrche WKBUORDWNCIOUA
86,16,0,Oouxzsricx 9920077 symsleefpmfnwtx SWHIYZINVCABER
70,4,3,Ixnpmzvnoe 2753467 xpmppgbvzirkzpd IHGTBDOCYYNUTG
20,10,3,Gaajwuzelo 8898871 iiphdmtkbhnxfch CQZCSUNOKVRARP
6,16,0,Zkthqalfkm 4402483 ohhjbksxperhggc DOXFORYGPGHEAD
68,15,3,Gqukntigpe 7263826 vvixlguqgyentyu SFOCLSCJNKOXTZ
76,17,1,Dmqgptknmx 0587048 hsyivuofskibion NOSUSLXXCRGGZL
90,13,1,Ktzpclfmtr 8295200 jhqsslplxippgqq ASYHHPMHHYGIGZ
96,1,4,
67,12,1,
37,18,4,Bblgmzpdlj 8108113 wyufsbzhzajwpcd VPKSIQDNSHULCX
93,19,5,Msliwsdfiv 7703062 dkmgurpuvazkaoy FYNLSAXJPYATOQ
11,10,0,Nwlhourwmc 6580243 radgcuwoyspfedu NOHSAGEREEKOZT
82,17,5,Izrjzbwntk 9717631 dquerjhghnmkuqk RQTNEJPTZTJAOO
43,20,0,Xgwzhaofqj 2438763 zrmpanejfeuuxan MUKTXVQEPSLNMO
95,9,1,Pvvyuixltf 3130194 bdzpikzbialfsnt WOLROZMANCRYVF
65,17,4,Zrzgljkyqe 2133146 ufzfkqyibfaqbeb DZTCJNOJPRKNDW
34,6,2,Gkxopciisy 2738824 ismzckefufdnsvs QVCXZFZMJDWHYE
41,1,1,Dikxbpfntu 0444409 vknbhusyzkzitis LVHBTZAPIVQSGZ
60,17,1,Hxgzvphjcb 2139866 tdbemctgutwndvx SKQQLUPUXOFMHI
36,6,0,Wwinbiezbs 0571272 bauuhugengqyzxn QORJAIHADQSLKY
44,20,1,Zxrciwkjzr 7518338 gmsxhtwonoawmpq UZBDMWASPNPJJX
90,1,3,Phkbtzeqwf 5263261 hwqjcixxclbbded XRRFDVNACQQPAT
30,4,1,Gfqtiklevq 1113231 oarwoacwwpnkkob GKWHXTUEMXFROV
65,17,5,Gyhitjpexd 7541259 vdnhzvzkpjmijoc JDCKYWCSHMSQOJ
42,9,4,Vgutpamovc 1349226 jpzqcxvcpcttwfu KJOBAGPBGNELYU
29,9,5,
12,19,3,Yhijknjprb 9844464 alxvngzlouvuwvb EHHSPWYIIMOZWX
25,16,1,
4,8,4,
78,3,2,Bhzuylbuto 6809083 mwwkxhslkjmkkke QVYIFPMJJHZGOT
8,8,3,Eykxnekqtb 6006412 uxqcakkgsnkobpo AZSZQMDNUFRFGK
90,6,5,Uzhmyxgaya 1307134 omadytjavanughk IGJYDSTQASNSWV
79,9,0,Ozchszbbyk 3763182 wnathpnkqjqjekg RIYMDWKQEPVGUM
43,15,0,Iccpuwjqjy 3191444 avduaipiyzgvpeg DHOPYPUJAGHGYJ
70,15,5,
20,15,2,Rqzrvpiqfv 6270016 ybkyfxlmjgizchi HUSKMCQGUSPBCK
43,19,5,
42,12,5,Fvakzvgpwc 4483667 hgkysyqvbkgqord ESWQMHMZWLJMPI
54,14,1,Riqwynpgig 6748085 hkmgflinhhjmhmd QVXERKXEGMEBSS
57,14,2,Gsuodaijih 4069053 zxqmfbvojqdreea QPMYLWSUAYSBJV
46,9,5,Kafuxexzev 5076000 xgvmgawqqrqbrju FYJVNDWIDPBMDL
35,15,3,
93,4,3,Kqdbuhwdcr 9106440 frxztbkxjnxphmn USGPRMWXCGLEDW
94,14,3,Lxpihsneeh 1054820 togcobojvviqafh FPKFYBSLKVMFXJ
24,20,3,Vabqwmceic 6592530 cpeqbevrjymiapn FXLWSCCOVCHHRI
19,2,4,
43,8,3,Upiukufqfk 4220021 kelwlsnbrqpthfl NACKGHXJKKCKRY
7,4,3,Abauvpkoxg 8690924 ctbuycwdlbycaeu HDRZJGQDACPIRA
54,8,4,Anwpjsnhut 1511595 wwwzgjmteryszeq GCYYHZRCFEEHSK
83,8,0,Ajxjpbhhdf 0029732 ifjcwwwhauewmmg KDCRYENMITECBO
49,1,5,Equxxxmucz 0803609 tfkoqlhspupvdlj LPBQFAKGSFIBHT
56,2,1,Vfkokiljof 1979559 uqobmycxahttojl FXROQMTQNDICVK
83,1,0,Pmbxfgbakv 7351144 esmyyaybwkyikps WJKIEBHPOIYAVN
69,19,3,Jplccohfbc 3576381 ujjmkmynhqmkyxa EOZZXZQAVVFOZG
68,10,4,Fvjkpuautt 1640992 hsaecveowfffddl DQKTZRRRYTZBTC
8,20,1,Qldcsvjnkx 0656784 frbsmktqkjongpj JCXTPLGEJPHDQB
86,11,2,Qczfzxcpvk 7531948 okwbwumijmuutdp RYOSTTFGVMZOWD
8,6,3,Ugdmaotuyg 4402658 xumobiayhcfhyeo MMEBMTNSYTICNB
22,10,2,
86,6,0,
62,10,4,Gpecsfioev 9077239 vvonygrmzgygmiy HQMNYWREHJHZKQ
33,5,0,Innqvevsrq 9092449 uqfladmmgmgalwn GKVQAOEMGOFUCE
75,11,1,Vmoyqbaebp 7450273 tpvemieayicyeln AVDBGHXQUEOUDR
88,18,3,Fzgevgzdsn 5721571 dsftwwympypkduw ODKWIPYOAYMVWR
55,4,2,Fuvufgimde 2870918 wkenqthyaszufeu LOZSPBGKISFMVZ
36,11,4,Szrupugayu 6980667 veojnilfvgwhitw FTUBMJBSQYSBHZ
88,6,1,Brlgxanbbk 5082325 bsbqsrxlkqfrmyc PIOMDUMIGPQQQL
56,2,1,Kkxpoocpod 0700238 amujtuiumgizgnv KRHJDUFTXIREFI
7,4,3,
59,14,2,Cxaqbhktkk 2392756 iwkushtvocfuaaz EYMMDQVKABPBMJ
38,11,4,Cdbrmhhgwn 8029666 nqglgovbjxvtmrl CLBGHSLBCWSHYG
38,12,1,Kwgkluojcg 8971217 zeubzemosedwdsw NLBWUANJLDNISN
20,13,3,Yvumfzudyr 9062366 lvoufydoohsodyl NEQFKZYPTVQCQM
40,2,1,Culyoeipvp 4484837 byjgkwokfyozweu JLRGSPZITXNPHA
55,10,3,Abnhimmpbd 7367149 ekkddgidflptfss ZNBMQCSHDFDXJO
55,18,4,Snccykoyel 3354781 dgibjizbejktipj NQQYXVLBBRLWIW
18,3,1,Pwavfaamkn 9740316 zbajgnwdggurinb IWBVTEREVRPPWZ
92,1,0,Xbijrifcxh 2738553 nflhovbslsjrsxp YIYDWIJFPQZVOM
69,16,5,Omfasnsigi 0185826 tpopjolkyjendsz JDNCJGZYRQKHKD
77,8,0,Dsagafuxga 0344556 yliwyxeegvxpiuc ZYMCPGSZWQUWAQ
50,14,2,Wkpjnzyxfc 7630265 hsmpbntgqlpkthy DCQSYFKASDGGLZ
14,3,1,Qjsjjfhvjy 7268620 wcygexlewecmrua JBFQWPXTBVUUJD
83,9,5,Criesvfezt 0180552 nkastqwaanlvddf SGHVFIOTKDJKUR
9,18,5,Czqqevbaur 6174529 jmdbmyoycfhxpij LBPRAOQLWBPKNX
